new_rank,player_name_raw,player_name_key,season,league,team,source,recommendation_score,score_component_pathway,score_component_performance,score_component_context,score_component_completeness,reason_summary,games,minutes_per_game,points_per_36,usage_proxy,ts_pct,fg_pct,three_pct,ft_pct,height,weight,age,official_player_url,official_stats_url,youtube_search_url,google_video_search_url,video_search_query,data_quality_warning,basketball_reference_search_url,league_official_search_url,rank,score,recommendation_season
177,KJ Simpson,kjsimpson,2025-2026,G League,TOT,pasted_stats_table,1.7111179687971514,1.0,0.6653607640774941,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,15,34.666666666666664,18.4,0.5071111111111111,0.5839045443005838,0.439,0.369,0.914,,,,,,https://www.youtube.com/results?search_query=KJ+Simpson+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=KJ+Simpson+G+League+basketball+highlights,KJ Simpson G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22KJ+Simpson%22+basketball,https://www.google.com/search?q=%22KJ+Simpson%22+%22G+League%22+official+basketball+stats,177,1.7111179687971514,2025-2026
178,LJ Figueroa,ljfigueroa,2025-2026,G League,MXC,pasted_stats_table,1.7098055781881827,1.0,0.6190000905305089,0.0,0.5,common CBA source league/pathway; strong scoring per 36; efficient scoring profile,35,22.942857142857143,19.8,0.4362222222222222,0.6873090808108859,0.572,0.444,0.833,,,27.0,,,https://www.youtube.com/results?search_query=LJ+Figueroa+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=LJ+Figueroa+G+League+basketball+highlights,LJ Figueroa G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22LJ+Figueroa%22+basketball,https://www.google.com/search?q=%22LJ+Figueroa%22+%22G+League%22+official+basketball+stats,178,1.7098055781881827,2025-2026
179,Cameron Hildreth,cameronhildreth,2025-2026,G League,NOB,pasted_stats_table,1.7087356886354035,1.0,0.6550538656527249,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,29,28.620689655172413,18.7,0.4838888888888889,0.6484049930651872,0.522,0.367,0.739,,,,,,https://www.youtube.com/results?search_query=Cameron+Hildreth+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Cameron+Hildreth+G+League+basketball+highlights,Cameron Hildreth G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Cameron+Hildreth%22+basketball,https://www.google.com/search?q=%22Cameron+Hildreth%22+%22G+League%22+official+basketball+stats,179,1.7087356886354035,2025-2026
180,Malachi Smith,malachismith,2025-2026,G League,LIN,pasted_stats_table,1.7084532787132598,1.0,0.6569242259641499,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,28,30.642857142857142,18.7,0.4808888888888889,0.6312449365379421,0.514,0.417,0.786,,,,,,https://www.youtube.com/results?search_query=Malachi+Smith+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Malachi+Smith+G+League+basketball+highlights,Malachi Smith G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Malachi+Smith%22+basketball,https://www.google.com/search?q=%22Malachi+Smith%22+%22G+League%22+official+basketball+stats,180,1.7084532787132598,2025-2026
181,Enrique Freeman,enriquefreeman,2025-2026,G League,IWA,pasted_stats_table,1.7082591813024324,1.0,0.7021478363208401,0.0,0.5,common CBA source league/pathway; strong scoring per 36; efficient scoring profile,28,33.857142857142854,18.7,0.4348888888888889,0.6699627400401261,0.562,0.344,0.742,,,,,,https://www.youtube.com/results?search_query=Enrique+Freeman+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Enrique+Freeman+G+League+basketball+highlights,Enrique Freeman G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Enrique+Freeman%22+basketball,https://www.google.com/search?q=%22Enrique+Freeman%22+%22G+League%22+official+basketball+stats,181,1.7082591813024324,2025-2026
182,Chaney Johnson,chaneyjohnson,2025-2026,G League,TOT,pasted_stats_table,1.707689269117026,1.0,0.6492015209125476,0.0,0.5,common CBA source league/pathway; strong scoring per 36; efficient scoring profile,25,26.48,19.3,0.4375555555555555,0.7173654475170979,0.575,0.371,0.754,,,23.0,,,https://www.youtube.com/results?search_query=Chaney+Johnson+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Chaney+Johnson+G+League+basketball+highlights,Chaney Johnson G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Chaney+Johnson%22+basketball,https://www.google.com/search?q=%22Chaney+Johnson%22+%22G+League%22+official+basketball+stats,182,1.707689269117026,2025-2026
183,Kobe Brown,kobebrown,2025-2026,G League,SDC,pasted_stats_table,1.7065838086185046,1.0,0.6706685678073511,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,2,32.5,18.3,0.4916666666666666,0.6140939597315437,0.348,0.333,1.0,,,,,,https://www.youtube.com/results?search_query=Kobe+Brown+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Kobe+Brown+G+League+basketball+highlights,Kobe Brown G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Kobe+Brown%22+basketball,https://www.google.com/search?q=%22Kobe+Brown%22+%22G+League%22+official+basketball+stats,183,1.7065838086185046,2025-2026
184,Moussa Cisse,moussacisse,2025-2026,G League,TEX,pasted_stats_table,1.704997668839399,1.0,0.6546573420242623,0.0,0.5,common CBA source league/pathway; strong scoring per 36; efficient scoring profile,15,27.73333333333333,19.1,0.4373333333333333,0.6999413661682792,0.636,0.0,0.508,,,23.0,,,https://www.youtube.com/results?search_query=Moussa+Cisse+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Moussa+Cisse+G+League+basketball+highlights,Moussa Cisse G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Moussa+Cisse%22+basketball,https://www.google.com/search?q=%22Moussa+Cisse%22+%22G+League%22+official+basketball+stats,184,1.704997668839399,2025-2026
185,Alex Reese,alexreese,2025-2026,G League,RIP,pasted_stats_table,1.7049730671736374,1.0,0.5882256020278834,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,28,24.642857142857142,19.5,0.4716666666666667,0.6218112244897959,0.459,0.35,0.763,,,26.0,,,https://www.youtube.com/results?search_query=Alex+Reese+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Alex+Reese+G+League+basketball+highlights,Alex Reese G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Alex+Reese%22+basketball,https://www.google.com/search?q=%22Alex+Reese%22+%22G+League%22+official+basketball+stats,185,1.7049730671736374,2025-2026
186,Rasheer Fleming,rasheerfleming,2025-2026,G League,VAL,pasted_stats_table,1.7042831266220049,1.0,0.6359102842657975,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,4,32.25,18.7,0.4852222222222222,0.5929731100963977,0.491,0.333,0.625,,,21.0,,,https://www.youtube.com/results?search_query=Rasheer+Fleming+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Rasheer+Fleming+G+League+basketball+highlights,Rasheer Fleming G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Rasheer+Fleming%22+basketball,https://www.google.com/search?q=%22Rasheer+Fleming%22+%22G+League%22+official+basketball+stats,186,1.7042831266220049,2025-2026
187,Alex Morales,alexmorales,2025-2026,G League,OSC,pasted_stats_table,1.7037176881525742,1.0,0.7097596414991852,0.0,0.5,common CBA source league/pathway; strong scoring per 36; efficient scoring profile,33,34.42424242424242,18.3,0.441111111111111,0.6737849779086893,0.539,0.394,0.855,,,,,,https://www.youtube.com/results?search_query=Alex+Morales+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Alex+Morales+G+League+basketball+highlights,Alex Morales G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Alex+Morales%22+basketball,https://www.google.com/search?q=%22Alex+Morales%22+%22G+League%22+official+basketball+stats,187,1.7037176881525742,2025-2026
188,Brice Williams,bricewilliams,2025-2026,G League,MCC,pasted_stats_table,1.702327373408172,1.0,0.6244206047437987,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,29,25.79310344827586,19.1,0.4568888888888889,0.6609911406423036,0.486,0.465,0.75,,,24.0,,,https://www.youtube.com/results?search_query=Brice+Williams+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Brice+Williams+G+League+basketball+highlights,Brice Williams G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Brice+Williams%22+basketball,https://www.google.com/search?q=%22Brice+Williams%22+%22G+League%22+official+basketball+stats,188,1.702327373408172,2025-2026
189,Stanley Umude,stanleyumude,2025-2026,G League,AUS,pasted_stats_table,1.7018416545959323,1.0,0.6001443961615065,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy,32,32.0625,18.4,0.5352222222222223,0.5266773528738263,0.386,0.305,0.762,,,,,,https://www.youtube.com/results?search_query=Stanley+Umude+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Stanley+Umude+G+League+basketball+highlights,Stanley Umude G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Stanley+Umude%22+basketball,https://www.google.com/search?q=%22Stanley+Umude%22+%22G+League%22+official+basketball+stats,189,1.7018416545959323,2025-2026
190,Antonio Reeves,antonioreeves,2025-2026,G League,GBO,pasted_stats_table,1.7015594106463878,1.0,0.6335709759188847,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,28,31.678571428571427,18.8,0.4686666666666667,0.6036475725661444,0.477,0.38,0.75,,,25.0,,,https://www.youtube.com/results?search_query=Antonio+Reeves+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Antonio+Reeves+G+League+basketball+highlights,Antonio Reeves G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Antonio+Reeves%22+basketball,https://www.google.com/search?q=%22Antonio+Reeves%22+%22G+League%22+official+basketball+stats,190,1.7015594106463878,2025-2026
191,Isaiah Crawford,isaiahcrawford,2025-2026,G League,RGV,pasted_stats_table,1.7008049972840849,1.0,0.6818866558030057,0.0,0.5,common CBA source league/pathway; strong scoring per 36; efficient scoring profile,11,35.27272727272727,18.6,0.4333333333333333,0.6369863013698631,0.534,0.373,0.519,,,,,,https://www.youtube.com/results?search_query=Isaiah+Crawford+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Isaiah+Crawford+G+League+basketball+highlights,Isaiah Crawford G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Isaiah+Crawford%22+basketball,https://www.google.com/search?q=%22Isaiah+Crawford%22+%22G+League%22+official+basketball+stats,191,1.7008049972840849,2025-2026
192,Mouhamadou Gueye,mouhamadougueye,2025-2026,G League,WCB,pasted_stats_table,1.6971665384151124,1.0,0.6445550425493392,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy; efficient scoring profile,34,30.97058823529412,18.4,0.4721111111111111,0.6260206859009254,0.501,0.325,0.697,,,,,,https://www.youtube.com/results?search_query=Mouhamadou+Gueye+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Mouhamadou+Gueye+G+League+basketball+highlights,Mouhamadou Gueye G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Mouhamadou+Gueye%22+basketball,https://www.google.com/search?q=%22Mouhamadou+Gueye%22+%22G+League%22+official+basketball+stats,192,1.6971665384151124,2025-2026
193,Chaz Lanier,chazlanier,2025-2026,G League,MCC,pasted_stats_table,1.694379149314986,1.0,0.6097388194821655,0.0,0.5,common CBA source league/pathway; strong scoring per 36; high usage proxy,18,32.611111111111114,18.7,0.4717777777777778,0.5777310924369747,0.438,0.372,0.833,,,24.0,,,https://www.youtube.com/results?search_query=Chaz+Lanier+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Chaz+Lanier+G+League+basketball+highlights,Chaz Lanier G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Chaz+Lanier%22+basketball,https://www.google.com/search?q=%22Chaz+Lanier%22+%22G+League%22+official+basketball+stats,193,1.694379149314986,2025-2026
194,Malcolm Hill,malcolmhill,2025-2026,G League,DEL,pasted_stats_table,1.6913389085038326,1.0,0.6692445229042188,0.0,0.5,common CBA source league/pathway; strong scoring per 36; efficient scoring profile,28,35.964285714285715,18.1,0.448111111111111,0.6143089872386642,0.431,0.365,0.883,,,30.0,,,https://www.youtube.com/results?search_query=Malcolm+Hill+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Malcolm+Hill+G+League+basketball+highlights,Malcolm Hill G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Malcolm+Hill%22+basketball,https://www.google.com/search?q=%22Malcolm+Hill%22+%22G+League%22+official+basketball+stats,194,1.6913389085038326,2025-2026
195,Jaden Akins,jadenakins,2025-2026,G League,MCC,pasted_stats_table,1.6893741701370029,1.0,0.5663855694369002,0.0,0.5,common CBA source league/pathway; high usage proxy,33,29.96969696969697,17.7,0.5751111111111111,0.5144152522669146,0.412,0.358,0.818,,,22.0,,,https://www.youtube.com/results?search_query=Jaden+Akins+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Jaden+Akins+G+League+basketball+highlights,Jaden Akins G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Jaden+Akins%22+basketball,https://www.google.com/search?q=%22Jaden+Akins%22+%22G+League%22+official+basketball+stats,195,1.6893741701370029,2025-2026
196,DJ Carton,djcarton,2025-2026,G League,BIR,pasted_stats_table,1.688265971090591,1.0,0.6288416621401413,0.0,0.5,common CBA source league/pathway; high usage proxy; efficient scoring profile,29,29.75862068965517,17.8,0.5002222222222222,0.6134546457127102,0.49,0.272,0.645,,,25.0,,,https://www.youtube.com/results?search_query=DJ+Carton+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=DJ+Carton+G+League+basketball+highlights,DJ Carton G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22DJ+Carton%22+basketball,https://www.google.com/search?q=%22DJ+Carton%22+%22G+League%22+official+basketball+stats,196,1.688265971090591,2025-2026
197,Dane Goodwin,danegoodwin,2025-2026,G League,GRG,pasted_stats_table,1.6881163392479934,1.0,0.6540209125475285,0.0,0.5,common CBA source league/pathway; strong scoring per 36; efficient scoring profile,36,35.333333333333336,18.2,0.4424444444444445,0.6095927116827438,0.472,0.39,0.818,,,26.0,,,https://www.youtube.com/results?search_query=Dane+Goodwin+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Dane+Goodwin+G+League+basketball+highlights,Dane Goodwin G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Dane+Goodwin%22+basketball,https://www.google.com/search?q=%22Dane+Goodwin%22+%22G+League%22+official+basketball+stats,197,1.6881163392479934,2025-2026
198,Leonard Miller,leonardmiller,2025-2026,G League,WCB,pasted_stats_table,1.6878058120586636,1.0,0.6525565815679885,0.0,0.5,common CBA source league/pathway; strong scoring per 36; efficient scoring profile,1,30.0,19.2,0.3626666666666667,0.8097165991902833,0.778,1.0,0.5,,,22.0,,,https://www.youtube.com/results?search_query=Leonard+Miller+G+League+basketball+highlights,https://www.google.com/search?tbm=vid&q=Leonard+Miller+G+League+basketball+highlights,Leonard Miller G League basketball highlights,,https://www.google.com/search?q=site%3Abasketball-reference.com+%22Leonard+Miller%22+basketball,https://www.google.com/search?q=%22Leonard+Miller%22+%22G+League%22+official+basketball+stats,198,1.6878058120586636,2025-2026
